key,name,review_count,rating,latitude,longitude,street_name,distance,pricing,categories
134,Dundas Eat + Drink,72,4.3,49.285084,-123.062273,2077 Dundas Street,604.7793987328818,$$,"vietnamese,asianfusion,beerbar"
135,Bar Corso,16,4.4,49.2707051,-123.0694651,1556 Commercial Drive,511.82904701063967,,"wine_bars,italian,cocktailbars"
135,La Grotta Del Formaggio,192,4.4,49.2688848,-123.0697849,1791 Commercial Drive,381.3287372256021,$,"delis,sandwiches,italian"
135,The Dime,142,3.1,49.2707332,-123.0697349,1565 Commercial Dr,540.0776519999102,$,"bars,comfortfood,tradamerican"
135,Tangent Cafe,138,3.2,49.266099101603416,-123.06985951164322,2095 Commercial Drive,293.8464702571073,$$,"breakfast_brunch,cafes,cocktailbars"
135,Rinconcito Salvadoreno Restaurant,88,3.3,49.2666081,-123.0695551,2062 Commercial Drive,259.90098307026705,$$,"mexican,salvadoran"
135,Hariyali Express Indian Cuisine & Bar,6,4.8,49.2665801,-123.0695551,2066 Commercial Drive,253.25968493625638,,"indpak,bars"
135,Harbour Oyster + Bar,77,4.2,49.2718946138822,-123.069181591272,1408 Commercial Drive,621.5011517135264,$$,"cocktailbars,seafood,fishnchips"
135,Jamjar - Folk Lebanese Food,260,3.8,49.264412,-123.0695951,2280 Commercial Drive,361.6099081733274,$$,"lebanese,vegan"
135,Sopra Sotto,146,4.0,49.2711051,-123.0694651,1510 Commercial Drive,556.9315259515168,$$,"pizza,italian"
